produit,categorie,annee,prix_mad_par_kg,prix_usd_par_kg,produit_faostat,code_produit_cpc,drapeau_qualite,source,source_url
Lentilles,Légumineuses,2014,7.21,0.858,"Lentils, dry",'01704,A,FAOSTAT - Producer Prices (Maroc),https://www.fao.org/faostat/fr/#data/PP
Lentilles,Légumineuses,2015,7.85,0.804,"Lentils, dry",'01704,A,FAOSTAT - Producer Prices (Maroc),https://www.fao.org/faostat/fr/#data/PP
Lentilles,Légumineuses,2016,9.93,1.012,"Lentils, dry",'01704,A,FAOSTAT - Producer Prices (Maroc),https://www.fao.org/faostat/fr/#data/PP
Lentilles,Légumineuses,2017,8.23,0.85,"Lentils, dry",'01704,A,FAOSTAT - Producer Prices (Maroc),https://www.fao.org/faostat/fr/#data/PP
Lentilles,Légumineuses,2018,8.93,0.952,"Lentils, dry",'01704,A,FAOSTAT - Producer Prices (Maroc),https://www.fao.org/faostat/fr/#data/PP
Lentilles,Légumineuses,2019,7.04,0.732,"Lentils, dry",'01704,A,FAOSTAT - Producer Prices (Maroc),https://www.fao.org/faostat/fr/#data/PP
Lentilles,Légumineuses,2020,6.78,0.714,"Lentils, dry",'01704,A,FAOSTAT - Producer Prices (Maroc),https://www.fao.org/faostat/fr/#data/PP
Lentilles,Légumineuses,2021,8.86,0.985,"Lentils, dry",'01704,A,FAOSTAT - Producer Prices (Maroc),https://www.fao.org/faostat/fr/#data/PP
Lentilles,Légumineuses,2022,8.12,0.8,"Lentils, dry",'01704,A,FAOSTAT - Producer Prices (Maroc),https://www.fao.org/faostat/fr/#data/PP
Lentilles,Légumineuses,2023,13.55,1.337,"Lentils, dry",'01704,A,FAOSTAT - Producer Prices (Maroc),https://www.fao.org/faostat/fr/#data/PP
Lentilles,Légumineuses,2024,15.25,1.534,"Lentils, dry",'01704,A,FAOSTAT - Producer Prices (Maroc),https://www.fao.org/faostat/fr/#data/PP
Pois chiches,Légumineuses,2000,7.47,0.703,"Chick peas, dry",'01703,A,FAOSTAT - Producer Prices (Maroc),https://www.fao.org/faostat/fr/#data/PP
Pois chiches,Légumineuses,2001,7.75,0.686,"Chick peas, dry",'01703,A,FAOSTAT - Producer Prices (Maroc),https://www.fao.org/faostat/fr/#data/PP
Pois chiches,Légumineuses,2002,4.0,0.363,"Chick peas, dry",'01703,A,FAOSTAT - Producer Prices (Maroc),https://www.fao.org/faostat/fr/#data/PP
Pois chiches,Légumineuses,2003,3.24,0.338,"Chick peas, dry",'01703,A,FAOSTAT - Producer Prices (Maroc),https://www.fao.org/faostat/fr/#data/PP
Pois chiches,Légumineuses,2004,4.89,0.551,"Chick peas, dry",'01703,A,FAOSTAT - Producer Prices (Maroc),https://www.fao.org/faostat/fr/#data/PP
Pois chiches,Légumineuses,2005,6.86,0.774,"Chick peas, dry",'01703,A,FAOSTAT - Producer Prices (Maroc),https://www.fao.org/faostat/fr/#data/PP
Pois chiches,Légumineuses,2006,7.87,0.895,"Chick peas, dry",'01703,A,FAOSTAT - Producer Prices (Maroc),https://www.fao.org/faostat/fr/#data/PP
Pois chiches,Légumineuses,2007,7.45,0.909,"Chick peas, dry",'01703,A,FAOSTAT - Producer Prices (Maroc),https://www.fao.org/faostat/fr/#data/PP
Pois chiches,Légumineuses,2008,7.05,0.91,"Chick peas, dry",'01703,A,FAOSTAT - Producer Prices (Maroc),https://www.fao.org/faostat/fr/#data/PP
Pois chiches,Légumineuses,2009,5.35,0.664,"Chick peas, dry",'01703,A,FAOSTAT - Producer Prices (Maroc),https://www.fao.org/faostat/fr/#data/PP
Pois chiches,Légumineuses,2010,5.33,0.633,"Chick peas, dry",'01703,A,FAOSTAT - Producer Prices (Maroc),https://www.fao.org/faostat/fr/#data/PP
Pois chiches,Légumineuses,2011,9.85,1.218,"Chick peas, dry",'01703,A,FAOSTAT - Producer Prices (Maroc),https://www.fao.org/faostat/fr/#data/PP
Pois chiches,Légumineuses,2012,9.95,1.153,"Chick peas, dry",'01703,A,FAOSTAT - Producer Prices (Maroc),https://www.fao.org/faostat/fr/#data/PP
Pois chiches,Légumineuses,2013,11.58,1.378,"Chick peas, dry",'01703,A,FAOSTAT - Producer Prices (Maroc),https://www.fao.org/faostat/fr/#data/PP
Pois chiches,Légumineuses,2014,9.97,1.186,"Chick peas, dry",'01703,A,FAOSTAT - Producer Prices (Maroc),https://www.fao.org/faostat/fr/#data/PP
Pois chiches,Légumineuses,2015,9.18,0.94,"Chick peas, dry",'01703,A,FAOSTAT - Producer Prices (Maroc),https://www.fao.org/faostat/fr/#data/PP
Pois chiches,Légumineuses,2016,10.19,1.039,"Chick peas, dry",'01703,A,FAOSTAT - Producer Prices (Maroc),https://www.fao.org/faostat/fr/#data/PP
Pois chiches,Légumineuses,2017,12.57,1.297,"Chick peas, dry",'01703,A,FAOSTAT - Producer Prices (Maroc),https://www.fao.org/faostat/fr/#data/PP
Pois chiches,Légumineuses,2018,11.92,1.27,"Chick peas, dry",'01703,A,FAOSTAT - Producer Prices (Maroc),https://www.fao.org/faostat/fr/#data/PP
Pois chiches,Légumineuses,2019,10.63,1.105,"Chick peas, dry",'01703,A,FAOSTAT - Producer Prices (Maroc),https://www.fao.org/faostat/fr/#data/PP
Pois chiches,Légumineuses,2020,8.04,0.847,"Chick peas, dry",'01703,A,FAOSTAT - Producer Prices (Maroc),https://www.fao.org/faostat/fr/#data/PP
Pois chiches,Légumineuses,2021,7.62,0.847,"Chick peas, dry",'01703,A,FAOSTAT - Producer Prices (Maroc),https://www.fao.org/faostat/fr/#data/PP
Pois chiches,Légumineuses,2022,9.27,0.912,"Chick peas, dry",'01703,A,FAOSTAT - Producer Prices (Maroc),https://www.fao.org/faostat/fr/#data/PP
Pois chiches,Légumineuses,2023,13.8,1.362,"Chick peas, dry",'01703,A,FAOSTAT - Producer Prices (Maroc),https://www.fao.org/faostat/fr/#data/PP
Pois chiches,Légumineuses,2024,15.41,1.55,"Chick peas, dry",'01703,A,FAOSTAT - Producer Prices (Maroc),https://www.fao.org/faostat/fr/#data/PP
Lait de vache,Produits animaux,2000,3.08,0.29,Raw milk of cattle,'02211,A,FAOSTAT - Producer Prices (Maroc),https://www.fao.org/faostat/fr/#data/PP
Lait de vache,Produits animaux,2001,3.18,0.281,Raw milk of cattle,'02211,A,FAOSTAT - Producer Prices (Maroc),https://www.fao.org/faostat/fr/#data/PP
Lait de vache,Produits animaux,2002,3.18,0.289,Raw milk of cattle,'02211,A,FAOSTAT - Producer Prices (Maroc),https://www.fao.org/faostat/fr/#data/PP
Lait de vache,Produits animaux,2003,3.18,0.332,Raw milk of cattle,'02211,A,FAOSTAT - Producer Prices (Maroc),https://www.fao.org/faostat/fr/#data/PP
Lait de vache,Produits animaux,2004,3.18,0.359,Raw milk of cattle,'02211,A,FAOSTAT - Producer Prices (Maroc),https://www.fao.org/faostat/fr/#data/PP
Lait de vache,Produits animaux,2005,3.18,0.359,Raw milk of cattle,'02211,A,FAOSTAT - Producer Prices (Maroc),https://www.fao.org/faostat/fr/#data/PP
Lait de vache,Produits animaux,2006,3.18,0.362,Raw milk of cattle,'02211,A,FAOSTAT - Producer Prices (Maroc),https://www.fao.org/faostat/fr/#data/PP
Lait de vache,Produits animaux,2021,4.8,0.534,Raw milk of cattle,'02211,A,FAOSTAT - Producer Prices (Maroc),https://www.fao.org/faostat/fr/#data/PP
Lait de vache,Produits animaux,2022,5.0,0.492,Raw milk of cattle,'02211,A,FAOSTAT - Producer Prices (Maroc),https://www.fao.org/faostat/fr/#data/PP
Lait de vache,Produits animaux,2023,5.6,0.553,Raw milk of cattle,'02211,A,FAOSTAT - Producer Prices (Maroc),https://www.fao.org/faostat/fr/#data/PP
Lait de vache,Produits animaux,2024,5.8,0.583,Raw milk of cattle,'02211,A,FAOSTAT - Producer Prices (Maroc),https://www.fao.org/faostat/fr/#data/PP
Œufs,Produits animaux,2000,12.0,1.129,"Hen eggs in shell, fresh",'0231,A,FAOSTAT - Producer Prices (Maroc),https://www.fao.org/faostat/fr/#data/PP
Œufs,Produits animaux,2001,11.2,0.991,"Hen eggs in shell, fresh",'0231,A,FAOSTAT - Producer Prices (Maroc),https://www.fao.org/faostat/fr/#data/PP
Œufs,Produits animaux,2002,10.97,0.995,"Hen eggs in shell, fresh",'0231,A,FAOSTAT - Producer Prices (Maroc),https://www.fao.org/faostat/fr/#data/PP
Œufs,Produits animaux,2003,10.91,1.14,"Hen eggs in shell, fresh",'0231,A,FAOSTAT - Producer Prices (Maroc),https://www.fao.org/faostat/fr/#data/PP
Œufs,Produits animaux,2004,9.09,1.025,"Hen eggs in shell, fresh",'0231,A,FAOSTAT - Producer Prices (Maroc),https://www.fao.org/faostat/fr/#data/PP
Œufs,Produits animaux,2005,10.0,1.128,"Hen eggs in shell, fresh",'0231,A,FAOSTAT - Producer Prices (Maroc),https://www.fao.org/faostat/fr/#data/PP
Œufs,Produits animaux,2006,10.01,1.138,"Hen eggs in shell, fresh",'0231,A,FAOSTAT - Producer Prices (Maroc),https://www.fao.org/faostat/fr/#data/PP
Œufs,Produits animaux,2021,10.91,1.214,"Hen eggs in shell, fresh",'0231,A,FAOSTAT - Producer Prices (Maroc),https://www.fao.org/faostat/fr/#data/PP
Œufs,Produits animaux,2022,16.36,1.61,"Hen eggs in shell, fresh",'0231,A,FAOSTAT - Producer Prices (Maroc),https://www.fao.org/faostat/fr/#data/PP
Œufs,Produits animaux,2023,18.18,1.795,"Hen eggs in shell, fresh",'0231,A,FAOSTAT - Producer Prices (Maroc),https://www.fao.org/faostat/fr/#data/PP
Œufs,Produits animaux,2024,21.82,2.194,"Hen eggs in shell, fresh",'0231,A,FAOSTAT - Producer Prices (Maroc),https://www.fao.org/faostat/fr/#data/PP
Bœuf,Viandes,2000,47.2,4.442,"Meat of cattle with the bone, fresh or chilled",'21111.01,A,FAOSTAT - Producer Prices (Maroc),https://www.fao.org/faostat/fr/#data/PP
Bœuf,Viandes,2001,48.3,4.273,"Meat of cattle with the bone, fresh or chilled",'21111.01,A,FAOSTAT - Producer Prices (Maroc),https://www.fao.org/faostat/fr/#data/PP
Bœuf,Viandes,2002,53.9,4.891,"Meat of cattle with the bone, fresh or chilled",'21111.01,A,FAOSTAT - Producer Prices (Maroc),https://www.fao.org/faostat/fr/#data/PP
Bœuf,Viandes,2003,57.4,5.995,"Meat of cattle with the bone, fresh or chilled",'21111.01,A,FAOSTAT - Producer Prices (Maroc),https://www.fao.org/faostat/fr/#data/PP
Bœuf,Viandes,2004,60.0,6.766,"Meat of cattle with the bone, fresh or chilled",'21111.01,A,FAOSTAT - Producer Prices (Maroc),https://www.fao.org/faostat/fr/#data/PP
Bœuf,Viandes,2005,53.75,6.063,"Meat of cattle with the bone, fresh or chilled",'21111.01,A,FAOSTAT - Producer Prices (Maroc),https://www.fao.org/faostat/fr/#data/PP
Bœuf,Viandes,2006,60.41,6.868,"Meat of cattle with the bone, fresh or chilled",'21111.01,A,FAOSTAT - Producer Prices (Maroc),https://www.fao.org/faostat/fr/#data/PP
Bœuf,Viandes,2022,66.5,6.545,"Meat of cattle with the bone, fresh or chilled",'21111.01,A,FAOSTAT - Producer Prices (Maroc),https://www.fao.org/faostat/fr/#data/PP
Bœuf,Viandes,2023,78.0,7.699,"Meat of cattle with the bone, fresh or chilled",'21111.01,A,FAOSTAT - Producer Prices (Maroc),https://www.fao.org/faostat/fr/#data/PP
Bœuf,Viandes,2024,83.5,8.398,"Meat of cattle with the bone, fresh or chilled",'21111.01,A,FAOSTAT - Producer Prices (Maroc),https://www.fao.org/faostat/fr/#data/PP
Mouton,Viandes,2000,45.7,4.301,"Meat of sheep, fresh or chilled",'21115,A,FAOSTAT - Producer Prices (Maroc),https://www.fao.org/faostat/fr/#data/PP
Mouton,Viandes,2001,48.65,4.304,"Meat of sheep, fresh or chilled",'21115,A,FAOSTAT - Producer Prices (Maroc),https://www.fao.org/faostat/fr/#data/PP
Mouton,Viandes,2002,54.2,4.918,"Meat of sheep, fresh or chilled",'21115,A,FAOSTAT - Producer Prices (Maroc),https://www.fao.org/faostat/fr/#data/PP
Mouton,Viandes,2003,56.5,5.901,"Meat of sheep, fresh or chilled",'21115,A,FAOSTAT - Producer Prices (Maroc),https://www.fao.org/faostat/fr/#data/PP
Mouton,Viandes,2004,56.5,6.371,"Meat of sheep, fresh or chilled",'21115,A,FAOSTAT - Producer Prices (Maroc),https://www.fao.org/faostat/fr/#data/PP
Mouton,Viandes,2005,51.4,5.798,"Meat of sheep, fresh or chilled",'21115,A,FAOSTAT - Producer Prices (Maroc),https://www.fao.org/faostat/fr/#data/PP
Mouton,Viandes,2006,54.6,6.208,"Meat of sheep, fresh or chilled",'21115,A,FAOSTAT - Producer Prices (Maroc),https://www.fao.org/faostat/fr/#data/PP
Mouton,Viandes,2022,68.1,6.702,"Meat of sheep, fresh or chilled",'21115,A,FAOSTAT - Producer Prices (Maroc),https://www.fao.org/faostat/fr/#data/PP
Mouton,Viandes,2023,90.2,8.903,"Meat of sheep, fresh or chilled",'21115,A,FAOSTAT - Producer Prices (Maroc),https://www.fao.org/faostat/fr/#data/PP
Mouton,Viandes,2024,102.1,10.269,"Meat of sheep, fresh or chilled",'21115,A,FAOSTAT - Producer Prices (Maroc),https://www.fao.org/faostat/fr/#data/PP
Poulet,Viandes,2022,20.5,2.018,"Meat of chickens, fresh or chilled",'21121,A,FAOSTAT - Producer Prices (Maroc),https://www.fao.org/faostat/fr/#data/PP
Poulet,Viandes,2023,21.32,2.105,"Meat of chickens, fresh or chilled",'21121,A,FAOSTAT - Producer Prices (Maroc),https://www.fao.org/faostat/fr/#data/PP
Poulet,Viandes,2024,23.3,2.343,"Meat of chickens, fresh or chilled",'21121,A,FAOSTAT - Producer Prices (Maroc),https://www.fao.org/faostat/fr/#data/PP
